"","qweek","gender","age","region","household_size","household_children","employment_status","WCRex1"
"4148","week 5","Male",29,"Jakarta (Special Capital Region)","3","1","Part time employment","Somewhat badly"
"4149","week 5","Male",27,"South Kalimantan","Prefer not to say","Prefer not to say","Full time employment","Don't know"
"4150","week 5","Female",29,"Banten","4","0","Part time employment","Somewhat badly"
"4151","week 5","Female",34,"Jakarta (Special Capital Region)","3","0","Full time employment","Somewhat well"
"4152","week 5","Male",49,"Jakarta (Special Capital Region)","5","2","Part time employment","Don't know"
"4153","week 5","Male",25,"Central Java","5","2","Full time employment","Somewhat badly"
"4154","week 5","Male",23,"Central Java","5","0","Full time employment","Somewhat well"
"4155","week 5","Female",28,"Lampung","1","0","Full time employment","Very well"
"4156","week 5","Male",28,"Maluku","4","4","Part time employment","Somewhat badly"
"4157","week 5","Male",44,"West Java","4","2","Full time employment","Very well"
"4158","week 5","Female",19,"Central Java","5","0","Full time student","Very well"
"4159","week 5","Female",22,"Central Java","4","1","Full time student","Don't know"
"4160","week 5","Female",24,"Banten","6","2","Full time employment","Somewhat well"
"4161","week 5","Male",30,"East Kalimantan","4","2","Full time employment","Don't know"
"4162","week 5","Female",30,"East Java","5","2","Full time employment","Somewhat badly"
"4163","week 5","Female",29,"East Java","3","1","Full time employment","Very badly"
"4164","week 5","Male",46,"East Java","4","1","Part time employment","Don't know"
"4165","week 5","Female",28,"West Java","4","2","Not working","Somewhat well"
"4166","week 5","Male",24,"West Java","4","2","Full time employment","Somewhat well"
"4167","week 5","Male",48,"Jakarta (Special Capital Region)","3","0","Full time employment","Somewhat badly"
"4168","week 5","Male",46,"Central Java","3","1","Full time employment","Somewhat well"
"4169","week 5","Female",25,"Jambi","5","1","Other","Don't know"
"4170","week 5","Female",21,"East Java","6","1","Full time student","Don't know"
"4171","week 5","Female",25,"South Sumatra","4","4","Unemployed","Very well"
"4172","week 5","Female",41,"Central Java","3","1","Full time employment","Somewhat well"
"4173","week 5","Female",24,"Central Java","Prefer not to say","0","Unemployed","Don't know"
"4174","week 5","Male",26,"Riau","7","1","Full time employment","Don't know"
"4175","week 5","Male",22,"Central Java","3","0","Full time student","Very well"
"4176","week 5","Male",37,"West Sumatra","4","2","Part time employment","Somewhat well"
"4177","week 5","Female",23,"East Java","3","0","Full time employment","Somewhat well"
"4178","week 5","Male",46,"Central Java","2","0","Part time employment","Somewhat badly"
"4179","week 5","Female",32,"Central Java","4","1","Full time employment","Don't know"
"4180","week 5","Female",30,"Central Java","5","1","Full time employment","Somewhat well"
"4181","week 5","Male",54,"West Java","4","1","Full time employment","Very well"
"4182","week 5","Male",46,"West Java","5","0","Full time employment","Somewhat badly"
"4183","week 5","Male",29,"West Java","8 or more","2","Full time employment","Don't know"
"4184","week 5","Female",32,"Banten","Prefer not to say","Prefer not to say","Other","Don't know"
"4185","week 5","Male",36,"Central Java","2","1","Part time employment","Somewhat badly"
"4186","week 5","Male",32,"Jakarta (Special Capital Region)","1","0","Full time employment","Very well"
"4187","week 5","Female",29,"Central Java","4","1","Full time employment","Somewhat well"
"4188","week 5","Male",30,"North Sumatra","3","1","Full time employment","Somewhat well"
"4189","week 5","Female",21,"South Sulawesi","3","0","Full time student","Don't know"
"4190","week 5","Female",31,"Jakarta (Special Capital Region)","1","0","Full time employment","Somewhat badly"
"4191","week 5","Male",25,"East Java","4","1","Part time employment","Somewhat well"
"4192","week 5","Male",45,"Central Java","2","0","Part time employment","Somewhat badly"
"4193","week 5","Male",35,"East Java","4","1","Full time employment","Very well"
"4194","week 5","Female",38,"Jakarta (Special Capital Region)","4","2","Full time employment","Don't know"
"4195","week 5","Female",22,"Yogyakarta (Special Region)","6","3","Full time student","Somewhat well"
"4196","week 5","Female",43,"Bali","3","1","Full time employment","Very badly"
"4197","week 5","Female",21,"East Java","4","0","Full time employment","Somewhat badly"
"4198","week 5","Female",44,"East Java","4","1","Not working","Don't know"
"4199","week 5","Male",20,"South Sumatra","3","1","Full time employment","Don't know"
"4200","week 5","Male",23,"Yogyakarta (Special Region)","4","0","Full time employment","Somewhat badly"
"4201","week 5","Female",32,"Banten","6","0","Unemployed","Don't know"
"4202","week 5","Male",30,"Banten","8 or more","0","Unemployed","Don't know"
"4203","week 5","Male",49,"East Java","5","1","Part time employment","Don't know"
"4204","week 5","Male",27,"Central Java","5","0","Full time employment","Somewhat well"
"4205","week 5","Female",30,"West Java","6","1","Full time employment","Very well"
"4206","week 5","Male",27,"West Java","3","0","Full time employment","Somewhat badly"
"4207","week 5","Female",38,"Aceh (Special Region)","2","2","Full time employment","Somewhat well"
"4208","week 5","Male",34,"West Java","3","1","Full time employment","Very badly"
"4209","week 5","Male",31,"West Papua","3","1","Full time employment","Very well"
"4210","week 5","Female",25,"Yogyakarta (Special Region)","5","0","Full time employment","Somewhat badly"
"4211","week 5","Female",48,"Central Java","3","1","Part time employment","Somewhat well"
"4212","week 5","Male",38,"North Sumatra","2","0","Full time employment","Don't know"
"4213","week 5","Male",25,"South Sulawesi","3","1","Full time employment","Somewhat well"
"4214","week 5","Female",19,"West Java","4","1","Full time student","Somewhat well"
"4215","week 5","Male",34,"South Sumatra","4","2","Full time employment","Somewhat well"
"4216","week 5","Female",19,"East Java","4","0","Full time student","Somewhat well"
"4217","week 5","Male",32,"Central Java","7","3","Full time student","Don't know"
"4218","week 5","Male",39,"Central Java","4","2","Full time employment","Don't know"
"4219","week 5","Female",20,"South Sumatra","Prefer not to say","0","Unemployed","Somewhat well"
"4220","week 5","Male",43,"Jakarta (Special Capital Region)","6","0","Part time employment","Don't know"
"4221","week 5","Female",30,"East Nusa Tenggara","4","1","Part time employment","Very well"
"4222","week 5","Male",26,"Jakarta (Special Capital Region)","5","0","Full time employment","Somewhat well"
"4223","week 5","Female",23,"Central Java","4","2","Full time employment","Very well"
"4224","week 5","Male",18,"Yogyakarta (Special Region)","8 or more","3","Full time student","Somewhat badly"
"4225","week 5","Female",43,"West Java","4","1","Part time employment","Somewhat well"
"4226","week 5","Female",18,"Bali","4","4","Full time student","Somewhat well"
"4227","week 5","Female",31,"Bali","4","1","Full time employment","Somewhat well"
"4228","week 5","Male",30,"West Java","5","0","Part time employment","Somewhat well"
"4229","week 5","Male",28,"Yogyakarta (Special Region)","5","1","Not working","Somewhat badly"
"4230","week 5","Female",39,"Jakarta (Special Capital Region)","6","3","Full time employment","Very well"
"4231","week 5","Male",28,"East Java","8 or more","0","Full time employment","Somewhat badly"
"4232","week 5","Female",21,"West Java","8 or more","Prefer not to say","Not working","Very well"
"4233","week 5","Male",43,"North Sumatra","3","1","Full time employment","Somewhat badly"
"4234","week 5","Female",25,"East Kalimantan","3","1","Full time employment","Somewhat well"
"4235","week 5","Female",32,"West Java","4","2","Full time employment","Somewhat well"
"4236","week 5","Male",20,"North Sumatra","4","2","Full time student","Somewhat well"
"4237","week 5","Male",31,"Central Java","7","3","Full time employment","Somewhat well"
"4238","week 5","Male",36,"Central Java","4","2","Full time employment","Somewhat well"
"4239","week 5","Female",35,"West Java","3","1","Full time employment","Somewhat badly"
"4240","week 5","Female",22,"Central Java","1","0","Full time student","Don't know"
"4241","week 5","Female",26,"East Java","5","2","Full time employment","Don't know"
"4242","week 5","Female",18,"West Java","8 or more","3","Other","Somewhat well"
"4243","week 5","Female",28,"South Sumatra","4","2","Part time employment","Very well"
"4244","week 5","Female",22,"East Java","6","2","Full time student","Somewhat well"
"4245","week 5","Female",34,"East Java","3","1","Full time employment","Very well"
"4246","week 5","Female",29,"West Sumatra","3","0","Part time employment","Don't know"
"4247","week 5","Female",33,"Bali","1","0","Full time employment","Very well"
"4248","week 5","Male",27,"Jambi","2","1","Not working","Very well"
"4249","week 5","Female",23,"Banten","2","0","Full time employment","Don't know"
"4250","week 5","Female",29,"East Java","2","0","Not working","Somewhat badly"
"4251","week 5","Female",33,"Riau","2","2","Full time employment","Very well"
"4252","week 5","Male",20,"West Java","6","0","Full time employment","Very well"
"4253","week 5","Male",40,"West Java","2","0","Part time employment","Somewhat well"
"4254","week 5","Male",24,"West Java","4","1","Full time student","Very well"
"4255","week 5","Male",22,"West Java","5","2","Full time student","Somewhat well"
"4256","week 5","Female",20,"Banten","4","2","Full time employment","Somewhat well"
"4257","week 5","Female",29,"North Sulawesi","4","1","Not working","Somewhat well"
"4258","week 5","Male",22,"East Java","3","0","Full time student","Somewhat badly"
"4259","week 5","Male",19,"East Java","2","1","Part time employment","Don't know"
"4260","week 5","Female",26,"Central Java","5","1","Full time employment","Somewhat well"
"4261","week 5","Male",24,"Yogyakarta (Special Region)","7","1","Part time employment","Don't know"
"4262","week 5","Male",51,"West Java","2","0","Part time employment","Somewhat well"
"4263","week 5","Male",35,"West Java","4","2","Part time employment","Somewhat badly"
"4264","week 5","Male",35,"Aceh (Special Region)","7","2","Full time employment","Somewhat well"
"4265","week 5","Male",19,"Yogyakarta (Special Region)","6","0","Full time student","Don't know"
"4266","week 5","Female",21,"Central Java","4","2","Full time employment","Somewhat well"
"4267","week 5","Male",25,"Jakarta (Special Capital Region)","4","0","Full time employment","Somewhat well"
"4268","week 5","Male",28,"East Kalimantan","5","3","Part time employment","Somewhat badly"
"4269","week 5","Male",26,"Jakarta (Special Capital Region)","2","0","Full time employment","Somewhat well"
"4270","week 5","Female",25,"West Java","3","0","Unemployed","Don't know"
"4271","week 5","Female",23,"Central Java","5","1","Part time employment","Very well"
"4272","week 5","Female",59,"West Java","5","5 or more","Full time employment","Somewhat badly"
"4273","week 5","Male",29,"Banten","7","2","Part time employment","Very well"
"4274","week 5","Female",29,"Banten","Prefer not to say","Prefer not to say","Full time employment","Don't know"
"4275","week 5","Male",37,"Central Java","4","0","Unemployed","Very well"
"4276","week 5","Female",23,"East Java","2","0","Full time student","Very well"
"4277","week 5","Female",35,"South Sulawesi","4","0","Full time employment","Don't know"
"4278","week 5","Female",20,"East Java","3","1","Part time employment","Somewhat badly"
"4279","week 5","Male",29,"Yogyakarta (Special Region)","5","0","Full time employment","Very badly"
"4280","week 5","Female",29,"East Java","Prefer not to say","0","Full time employment","Somewhat badly"
"4281","week 5","Male",32,"West Java","3","1","Part time employment","Don't know"
"4282","week 5","Female",32,"Yogyakarta (Special Region)","5","1","Other","Very badly"
"4283","week 5","Female",31,"East Java","4","0","Part time employment","Somewhat badly"
"4284","week 5","Female",27,"East Kalimantan","Prefer not to say","Prefer not to say","Full time employment","Somewhat well"
"4285","week 5","Male",20,"West Java","4","0","Part time employment","Somewhat well"
"4286","week 5","Male",35,"West Java","3","1","Part time employment","Don't know"
"4287","week 5","Female",22,"West Java","3","0","Full time student","Somewhat badly"
"4288","week 5","Female",33,"East Java","6","2","Part time employment","Very well"
"4289","week 5","Female",40,"East Java","4","2","Full time employment","Somewhat badly"
"4290","week 5","Female",24,"Banten","4","0","Full time student","Somewhat well"
